#  init_int Nobs
21
#  init_int alpha_phase
1
#  init_ivector beta_phase(1,2) //Temperature, depth
1 1 1
#  init_ivector Depth(1,Nobs)
2	4	7	6	8	4	5	3	4	7	6	3	4	2	6	8	7	3	10	9	1
#  init_vector Y(1,Nobs)
18.35824359	40.72910291	71.33381473	60.21476118	74.27119597	42.56412216	52.38008733	31.36104811	43.90929552	71.24957097	61.4295512	32.11252675	40.55498447	20.78343759	65.82533827	85.65047218	74.64209193	29.56884083	106.9911077	90.62408601	10.01181062
#  init_matrix Covar(1,Nobs,tmp,Depth) //ragged array
1.145747319	0.755778728								
1.061907824	-0.142731551	-1.738312676	1.056009751						
-0.195974508	0.828977136	0.404129423	-0.045264414	-0.764562174	0.125750148	0.978864136			
-0.652538574	0.661937065	0.598759016	0.497475412	1.079822596	-0.434031335				
0.542754606	1.772591531	1.423236426	1.700736902	-0.468675125	0.563526328	1.642592906	1.07381311		
-0.35105586	-0.531797468	-1.239513949	0.015108981						
-0.163709046	-0.286017894	-0.235124844	-0.17224238	-0.089277137					
-0.416780495	-0.348534286	0.261318291							
-0.343336524	-0.348046569	-1.655103006	-0.990542048						
1.419455202	0.319655555	2.16808985	0.396173618	-0.159910769	-1.16664296	-0.635689048			
0.730071861	-1.324035566	0.580101869	0.268845497	-0.18467972	0.477745061				
-1.21915491	-0.697795031	0.892923708							
-0.250646508	1.123326001	-0.537356755	-0.412944701						
-0.466116035	0.020694415								
-1.650009835	0.30455567	0.463387551	-1.139137566	0.26741759	-1.31055458				
-0.55324449	-0.691854893	0.710340373	-2.158558345	0.013578756	0.775985427	0.544617933	-0.836985237		
-1.143980626	-0.853056008	0.064494543	1.00806119	0.53047529	-2.084543667	1.325875019			
0.072009243	0.256018211	0.857910436							
-0.2607635	-0.402138767	2.327105904	-0.291520337	-0.467821337	-0.563346703	-0.922841537	-0.466200163	-0.332240688	0.024826932
0.178846449	-0.231430022	1.560183591	-0.28131808	1.12923999	0.145437298	0.719328455	1.067164703	-0.259892659	
-0.404960474									

#  init_matrix Covar2(1,Nobs,tmp,Depth)
-0.623192591	-1.374205567								
-0.534353148	0.129066393	-0.369831241	-0.826069027						
-0.447266757	-0.541868985	0.36794745	0.621334948	1.240337042	-1.244643499	1.706944204			
0.003403784	-1.23081918	-1.027970029	-0.131766456	0.583000883	0.335394361				
-0.011972361	1.318539944	-1.045250428	-1.141775101	-0.864004051	-1.090020305	1.299085852	-0.781267318		
-0.215272848	1.629468898	-0.21824917	0.746547357						
-0.26416842	0.015950263	1.359990165	0.593643108	1.789021553					
1.243149654	-0.73527417	1.766729838							
1.531379894	0.390223249	1.408852768	-1.206387878						
-1.070550297	0.53426561	1.818207238	0.769387043	0.605177775	0.378610139	-0.544173417			
-1.42344561	0.510939344	1.485564098	-1.569028427	-0.365984079	-0.343742386				
1.261582838	-0.57116381	0.86167347							
2.166480044	-0.179857125	-0.923660082	0.089585228						
1.58146122	0.292718596								
0.312820703	-0.112036105	1.133009846	-0.395098141	1.078728928	0.479717528				
-0.600773546	0.624306722	-1.961625458	1.108073775	0.051544475	0.145978447	-0.415361683	-1.135340426		
-0.559674618	0.520026333	-0.511723783	1.47413175	-0.373602234	0.798406745	-1.751632226			
0.372125442	0.042660986	-0.875394335							
-1.09865141	1.629182407	0.955901669	0.126443638	0.919451395	0.334747483	-1.319820058	-0.670916052	2.000251698	-0.838507503
0.937222921	-1.55606358	0.112652287	-0.031101308	-1.374010026	0.416196144	-0.265515609	0.248674041	1.207022251	
-0.754455414									

